document_id,time,person,organization,statement_id,Column1,summary,Policy Means,Policy Ends,SubTopics,Type of Belief,text,Column2,Column3,agreement,start_position,stop_position,document_section,document_type,coder,document_author,document_source,concept
72,18/4/2024 2:00,Onno Eric Blom and Alexander Klopping,Reprogramme the Government,71,,dso is not financially unjustifiable due to overspending,,A,,,"In addition, the minister can ensure that building new systems is less disastrous. The majority of major IT projects are now running late, resulting in billions in additional costs. For example, the system behind the Environmental Act that went live at the beginning of this year cost a billion more than budgeted.",,,0,3084,3398,,,1,,NRC,Digitalization is helpful
74,29/6/2022 2:00,Hugo De Jonge,Ministry for Housing and Spatial Planning of the Netherlands,72,,Simplifying laws and regulations through EPA helps with housing construction,,A,,,"Despite all the criticism, Minister De Jonge calls the law 'a blessing for humanity'. According to him, the law will 'really help' to build hundreds of thousands of new homes. On Tuesday he spoke of a 'dark forest' of laws and regulations that 'slow down area development'.",,,1,2241,2514,,,1,,deVolkskrant,Instruments simplifies procedures
74,29/6/2022 2:00,Mark Rutte,Prime Minister,73,,Simplifying laws and regulations through EPA helps with housing construction,,A,,,VVD Prime Minister Mark Rutte has also been enthusiastic for years. He believes that the Environmental Act 'puts a strong line' on the excessive number of regulations that construction currently has to deal with.,,,1,2516,2728,,,1,,deVolkskrant,Instruments simplifies procedures
75,9/12/2020 1:00,Theo Rietkerk,Member of Senate,74,,introduction of EPA is too hasty,,A,,,"Coalition partner ChristenUnie expressed ""great concerns"" about a hasty introduction in a committee meeting on the Environment Act on Tuesday, committee members told NRC, as well as D66 has doubts.",,,0,2994,3191,,,1,,NRCNEXT,Implementation should not postpone
75,9/12/2020 1:00,Lieuwe Koopmans,Tercera,97,,chance of failure for EPA is high due to DSO,,Implementation Conditions,,,"He now calls the chance of failure ""extremely significant."" "". ""The connection to that national IT facility was a major drama.""",,,0,3696,3823,,,1,,NRCNEXT,Digitalization is helpful
75,9/12/2020 1:00,Advisory Committee of the Council of State,Advisory Committee of the Council of State,76,,introduction of EPA is not desirable as dso and municipalites are not ready,,A,,,"The advisory department of the Council of State also raised serious doubts about the desirability of an introduction, as long as it is unclear whether the digital infrastructure is in order and the municipalities are ready for it.",,,0,4031,4261,,,1,,NRCNEXT,Implementation should not postpone
78,9/12/2022 1:00,Jan Mathijssen,Netherlands Environmental Assessment Agency,78,,uncertain implementation of EPA hinders the energy transition,,A,,,"According to Mathijssen, some regions find it slightly easier to set up sustainable energy projects - such as Flevoland and North and South Holland, because there is already experience with energy from onshore wind, among other things. But in all provinces, municipalities have a lot to choose from with housing construction, nitrogen problems and an uncertain environmental law, which hinders the energy transition.",,,0,1889,2305,,,1,,LeidschDagblad,Instruments simplifies procedures
86,8/3/2023 1:00,Ingrid van de Vegte,Fries Social Planning Office,83,,complex implementation of decentralization has not benefited the citizen,,A,,,"Van de Vegte outlined the assignments that provinces and municipalities will receive from The Hague in the coming years: she counted 24 files, of which clean water and energy transition are two, and where mobility, the Lely Line and the Environmental Act may be added. According to Van de Vegte, the social domain file shows that such decentralization is a difficult task: ""That has not necessarily benefited the citizen. What? Cutbacks, crowds, scaling up in government, and a great need for knowledge because of the complexity.""",,,0,1070,1600,,,1,,FrieschDagblad,Decentralization is helpful
91,15/4/2021 2:00,Christine Sijbesma,Christine Sijbesma,86,,EPA does not address the power inequalities in decision making through knowledge and resources,,A,,,"An important factor is the difference in power. (Prior) knowledge and resources give local government, industry and project developers a major advantage over the citizen. They must inform, organize and speak out in their spare time. The new Environmental Act does not address this power problem. In the meantime I'm holding my breath.",,,0,2395,2729,,,1,,deVolkskrant,Instruments ensure citizen participation
93,11/12/2021 1:00,Gerard Mostert,Municipality of Katwijk,88,,implementation of EPA affect progress for construction as previous plans could be scrapped,,A,,,"Not only because Katwijk and the entire region are in dire need of this mega construction project, but also because the new Environmental Act will be introduced on July 1, 2022. Although this is intended to merge and simplify the rules for spatial planning, this could have extremely complicated consequences for Valkenhorst.
There is a chance that the just completed zoning plan for Valkenhorst, on which a team of civil servants has worked feverishly over the past year ('A feat'), will no longer be sufficient.",,,0,1447,1960,,,1,,LeidschDagblad,Instruments simplifies procedures
105,1/6/2016 2:00,Rob Mulder,Eigen Huis Association,106,,"Simple for initiators, complicated for government",,***,,,"""It makes no sense that local residents have to wade through files of four thousand pages to find out how the plans for wind turbines really work,"" says Eigen Huis director Rob Mulder. 'Our ambition is a citizen-friendly approach in which citizens have a position and feel heard.'",,,0,3046,3326,,,1,,deVolkskrant,Instruments simplifies procedures
106,9/8/2022 2:00,Saskia Kluit,House of Representatives,107,,dso is sufficiently ready,,***,,,"Nonsense, says Senator Saskia Kluit. “As the Senate, we wanted a careful process. It was the minister who was in a hurry."" Minister De Jonge wanted the Senate to agree before July 1 to the introduction of the Environmental Act as of January 1, 2023.",,,1,2169,2418,,,1,,FrieschDagblad,Implementation should not postpone
109,2/11/2017 1:00,Han Meyer,TU Delft,110,,decentralization still allows for national goals,,***,,,"In anticipation of the new Environmental Act, the government has announced that it will present the first National Environmental Vision (NOVI). This is the task of the new Minister of the Interior and Space. On behalf of the forty colleagues, I call on the new minister of this department to take up this task and to give direction to the major renovation of the Netherlands with a green-blue framework.",,,1,3988,4391,,,1,,NRCNEXT,Decentralization is helpful
110,6/7/2022 2:00,Julius Terpstra,Municipality of Leiden,111,,EV & P encourages collaboration,,***,,,"As an alderman, he intends to go into the city much more to talk to stakeholders about construction projects. And he has high expectations of the Environmental Act that will come into effect next year. ""The idea is to arrive at designs much more in advance and in consultation.""",,,1,8661,8939,,,1,,LeidschDagblad,Instruments ensure citizen participation
111,19/2/2024 1:00,Ronald van den Bedem,AG Nova Architects,112,,Combining rules simplifies initiation,,***,,," To achieve this, he believes, corporations and municipalities must 'move away from traditional working methods' and 'develop a shared vision'. Architect Van den Bedem: 'What will help is that the new environmental law will soon create one municipal counter, where you can submit your plan to the various departments: building, traffic, landscape. So that you know immediately: is this even a case?'",,,1,8668,9067,,,1,,deVolkskrant,Instruments simplifies procedures
111,19/2/2024 1:00,Ronald van den Bedem,AG Nova Architects,113,,Strengthens housing problems,,***,,,"To achieve this, he believes, corporations and municipalities must 'move away from traditional working methods' and 'develop a shared vision'. Architect Van den Bedem: 'What will help is that the new environmental law will soon create one municipal counter, where you can submit your plan to the various departments: building, traffic, landscape. So that you know immediately: is this even a case?'",,,1,8669,9067,,,1,,deVolkskrant,Decentralization is helpful
112,6/4/2022 2:00,Peter Glasbeek,Council for Spatial Planning Oegstgeest,114,,Weakens progress on housing crisis,,***,,,"Glasbeek is also concerned about two additional uncertain factors: the construction of a second Kaagbaan runway, which is still planned due to the rejection of a motion by D66 last month, and a supplementary regulation of the new environmental law in which even stricter calculations are expected.",,,0,3421,3718,,,1,,LeidschDagblad,Digitalization is helpful
113,30/3/2021 2:00,Hans Klink,Municipality of Kaag en Braassem,115,,Strengthens urban conservation,,***,,,"""But what general information can you get from that about antennas?"" asked a councilor like Hans Klink (Pro Kaag en Braassem). ""If they are soon hung in lampposts every hundred meters, will you also have to participate?"" Moreover, next year there will probably be an environmental law in which municipalities can also arrange these kinds of things through their own environmental plans. This is how it was argued left and right.",,,1,1178,1606,,,1,,LeidschDagblad,Decentralization is helpful
114,18/3/2023 1:00,Otten,,116,,,,***,,,"Potentially harmful, especially at a time of new laws with a major impact, such as the Environmental Act and the new Pension Act. It would not be the first time that downright disastrous legislation has been guided through the Senate.",,,0,2938,3172,,,1,,deVolkskrant,Legislation is legally sound
115,12/8/2023 2:00,Robert Jan Blom,Municipality of Alphen aan den Rijn,117,,,,***,,, He is also concerned about whether the municipality has staff with sufficient knowledge of subjects such as the new Environmental Act.,,,1,1646,1781,,,1,,LeidschDagblad,More resources are needed for implementation
117,13/9/2016 2:00,Simone Vermaat,Cultural Heritage Agency of the Netherlands,118,,Strengthens urban conservation,,***,,,"Simone Vermaat of the Cultural Heritage Agency of the Netherlands (RCE): Together with the new environmental law, the heritage law makes integral protection of our cultural heritage possible.",,,1,5511,5702,,,1,,NRCNEXT,Decentralization is helpful
118,24/10/2023 2:00,Hugo De Jonge,Ministry for Housing and Spatial Planning of the Netherlands,119,,,,***,,,"""Introduction will not go smoothly,"" the minister wrote in a letter to the Senate in preparation for the debate. ""But there is confidence that entry into force can be done responsibly.""",,,1,1841,2026,,,1,,NRC,
118,24/10/2023 2:00,Wico Ankersmit,Association of Building and Housing Supervision,120,,Uncertain implementation complicates,,***,,,"Architects can also hardly cope with the new regulations, as became apparent earlier this month after a further training course organized by the Trade Association of Dutch Architectural Firms (BNA). It was unclear to the hundred students, all BNA architects, what to do with it in practice. Most people learned one thing from it: when the law comes into force, most people will no longer dare to submit a permit application. Too much risk, too much uncertainty",,,0,3652,4112,,,1,,NRC,Instruments simplifies procedures
123,5/1/2024 1:00,Rene Vrugt,"Soil, Space and Climate Adaptation",121,,Strengthens environmental goals,,***,,,"The intention is to lay down the new spatial policy legally and administratively, as in the new Environmental Act, says director Vrugt. ""That is of course a process that you cannot complete in a day."" It is then clear where construction is no longer allowed; where it is, remains a local decision.",,,1,8632,8929,,,1,,FrieschDagblad,Decentralization is helpful
124,13/4/2012 2:00,Henk Ovink,Ministry of Infrastructure and the Environment,122,,Combining rules simplifies initiation,,***,,,"'What you see is that generic rules, which have all been individually devised with good intentions, get in each other's way. Rules in themselves always have a reason, but the accumulation of them sometimes creates absurd congestion. The central government can then intervene. That is our role.'
In this case, we worked in accordance with the principles of the Environmental Act ",,,1,6143,6521,,,1,,deVolkskrant,Instruments simplifies procedures
124,13/4/2012 2:00,Henk Ovink,Ministry of Infrastructure and the Environment,123,,Strengthens urban conservation,,***,,,"For Ovink, the Schieblock is an example of how the central government will soon be concerned with architecture and space. 'Less premeditated interference, more provision of a good basis and an activist role where possible.' Such as using the environmental law as a crowbar.
'But other parties have to bear it. Ultimately, the ZUS agency, the municipality and the developer create this project. Not the central government.'",,,1,6798,7220,,,1,,deVolkskrant,Decentralization is helpful
125,18/6/2021 2:00,Marc Rosier,Municipality of Zoetermeer,124,,,,***,,,"New tasks that the government wants to transfer to the municipalities, such as the Integration Act and the Environment Act, will then be ignored. Existing tasks are scaled back and consultations with a new cabinet are stopped.
""The language in the motion is strong, but the experience of recent years has shown that it is necessary to draw the attention of the government to the financial distress with which it has saddled municipalities,""",,,1,2314,2754,,,1,,NRC,More resources are needed for implementation
127,11/6/2022 2:00,Domestic Governance,Domestic Governance,126,,,,***,,,"
Domestic Governance also features a legislative lawyer who, in addition to his work as a civil servant, is an academic and has published critical articles. He had to 'shut up', his boss snapped at him. ""We are working hard to advance the law in turbulent times and you keep sticking a knife in our back,"" was the accusation.

This characterizes the dominant atmosphere in official The Hague, where process managers who can 'get a law through' have more say than experts who care about whether such a law actually works. Previously, at least two critical reports were withheld from parliament.",,,0,1551,2144,,,1,,deVolkskrant,Legislation is legally sound
127,11/6/2022 2:00,Environmental Chamber,Environmental Chamber,125,,,,***,,,"The chairman of the Administrative Jurisdiction Division and that of the Environmental Chamber gave an unusual interview to Cobouw and called the introduction of the law 'unfortunate at a time of major construction tasks' and 'risky'. Crazy work, that's how I translate it from the RaadvanStates.",,,1,2292,2588,,,1,,deVolkskrant,More resources are needed for implementation
127,11/6/2022 2:00,Jos Teunissen,Open University of the Netherlands,127,,,,***,,,"Jos Teunissen, emeritus professor of constitutional and administrative law, delicately pointed out in this newspaper that the now responsible minister De Jonge sings about the bankruptcy of neoliberalism in speeches, while in the meantime he is pushing through a law in which, for example, construction supervision - a government task par excellence - is privatized and outsourced to 'quality assurance'.
",,,0,3181,3586,,,1,,deVolkskrant,Legislation is legally sound
127,11/6/2022 2:00,National Obudsman,National Obudsman,128,,Favours specific groups,,***,,,"In the meantime, there will soon be two sets of complicated rules for a dormer window instead of one and it would be better for stuck citizens to start practicing organizing 'participation processes' now. The National Ombudsman saw the situation, did not even wait for complaints, and already warned.",,,0,4613,4913,,,1,,deVolkskrant,Instruments ensure citizen participation
127,11/6/2022 2:00,Hugo De Jonge,Ministry for Housing and Spatial Planning of the Netherlands,129,,,,***,,,"'There will be no more postponement, no date for go or no go, this is what we are going to do.'",,,1,5554,5649,,,1,,deVolkskrant,
128,28/12/2023 1:00,Annie van der Werf,Province of Fryslan,130,,Uncertain implementation complicates,,***,,,"From January 1, they will do this via the Digital System for the Environment Act (DSO), but the question is whether such an application will become easier. ""You should always be careful,"" warns Annie van der Werf, who, as a lawyer for the province of Fryslân",,,0,636,894,,,1,,FrieschDagblad,Instruments simplifies procedures
128,28/12/2023 1:00,Annie van der Werf,Province of Fryslan,131,,Strengthens I,,***,,,"""We'll start seis man within May. We invite colleagues from all corners and gather around the table from our organization. Fan the ordielings nature, love, property, sound and safe. It is who pioneered and started it.""
That is a benefit of the Environmental Act. ""The mearwearde is that integrality: all the officials from the entire organization have a lot of gear, and they are also members of our best organizations such as municipalities and Wetterskip.""",,,1,2410,2868,,,1,,FrieschDagblad,Decentralization is helpful
128,28/12/2023 1:00,Sijbe Knol,Province of Fryslan,132,,Uncertain implementation complicates,,***,,,"Knol: “That pigeonholing is no fun. We are now stuck in the integral conversion process. Now it is up to us and the municipalities to make it just more complicated for boaters than it already is. But that sil sure wool may have bumps.""
The province's Customer Contact Center is prepared and ready to help people who get stuck in the DSO.
Postponed",,,0,2869,3216,,,1,,FrieschDagblad,Instruments simplifies procedures
128,28/12/2023 1:00,Sijbe Knol,Province of Fryslan,133,,,,***,,,"This is now a huge system change that will probably provoke many lawsuits in the coming years to test the limits of the law. Now that the entire law is being introduced at once, the Council of State fears great pressure on the judiciary and delays in rulings.",,,0,4046,4305,,,1,,FrieschDagblad,Legislation is legally sound
128,28/12/2023 1:00,Sijbe Knol,Province of Fryslan,134,,Strengthens environmental goals,,***,,,"The intention was that municipalities and provinces would have more control and say over the design of the living environment. ""No sooner will that exit point come into contact with you,"" Knol notes.",,,1,5367,5566,,,1,,FrieschDagblad,Decentralization is helpful
130,16/3/2019 1:00,VVD,Province of South Holland,135,,Strengthens environmental goals,,***,,," The VVD's slogan is: 'Give space for development, cherish landscapes'. It is the province's task to set frameworks for the distribution of scarce space, using the new environmental law as a legal framework. The motto is to build as much in the city center as possible. The PVV wants nature and recreational opportunities to be shared by everyone.",,,1,432,779,,,1,,LeidschDagblad,Decentralization is helpful
131,24/6/2021 2:00,Council for Public Administration,Council for Public Administration,136,,,,***,,,"At the same time, there is a lack of money for the tasks taken over. Last week, municipalities announced that if no additional money is added, they will ignore new tasks that the government wants to transfer, such as the Integration Act and the Environment Act. Previously, the conflict between the government and municipalities over the financing of youth care became so high that a arbitration committee was used as referee. Such a means of resolving a conflict between layers of government is unique.",,,1,2563,3066,,,1,,NRC,More resources are needed for implementation
134,2/1/2024 1:00,Hugo De Jonge,Ministry for Housing and Spatial Planning of the Netherlands,137,,dso is sufficiently ready,,***,,,"Back then it was about unpredictable computer crashes. This is now taken into account in advance, but De Jonge is betting that in practice they will not be as bad as expected. ""No doubt things will happen that will make critics say after January; 'hate to say, I told you so'. We have to be sober about this,"" De Jonge said at the end of last month in the trade magazine Domestic Management. ""Would it have worked better if we had postponed the introduction again? I'm sure not. You have to leave the side at some point. And that is now.""",,,1,1596,2134,,,1,,NRC,Implementation should not postpone
134,2/1/2024 1:00,Marianne Swart,Municipality of Leeuwarden,138,,Uncertain implementation complicates,,***,,,"""Anyone who now applies for a permit for a flagpole must answer the question of how they intend to live in it,"" says Marianne Swart, until recently the Environmental Plan/Environmental Act task manager at the municipality of Leeuwarden.",,,0,6296,6532,,,1,,NRC,Instruments simplifies procedures
134,2/1/2024 1:00,Marianne Swart,Municipality of Leeuwarden,139,,municipalities are sufficiently ready,,***,,,"No further delay is necessary for Leeuwarden. ""We are now just going to implement that law and experience what works and what does not."" It will not be flawless, according to Swart. ""But we hope that in a few years we can say that it has been a mega job, which is also necessary.""",,,1,7655,7935,,,1,,NRC,Implementation should not postpone
134,2/1/2024 1:00,Peter Nicolai,Member of Senate,140,,Weakens national goals,,***,,,"As an experienced administrative law teacher, he was used to reading legal texts, but this law lacks rationality. ""There are simply 23 existing laws stuck together with some implementation regulations and then you end up with about a thousand pages of legal text. But what are they for? Fifteen years ago, decentralization was necessary. So that municipalities could gain more control over their spatial planning policy. But society has changed, we are now dealing with nitrogen, housing shortage and the energy transition. We want to have national control over this. The whole idea behind the operation is therefore outdated.""",,,0,8209,8836,,,1,,NRC,Decentralization is helpful
134,2/1/2024 1:00,Annelies Boonman,Stout Groep,142,,municipalities are sufficiently ready,,***,,,"Annelies Boonman, through management consultancy firm Stout Groep, is responsible for the introduction of the Environmental Act there. “You can keep postponing, but at a certain point the internal knowledge disappears. Then a lot of money has been invested for something that remains on the shelf.",,,1,10217,10514,,,1,,NRC,Implementation should not postpone
136,15/5/2020 2:00,Ralf Boland,Municipality of Katwijk,143,,Uncertain implementation complicates,,***,,,"Viewed from a distance, this was a clash between the working methods of entrepreneurs and those of the civil service, between thinking in terms of quick possibilities and multi-year processes.",,,0,2303,2495,,,1,,LeidschDagblad,Instruments simplifies procedures
139,13/4/2021 2:00,Cees Veerman,"Minister of Agriculture, Nature and Food Quality",144,,Weakens national goals,,***,,,"The law has no national control function, shifts national spatial issues to lower levels of government, limits participation opportunities, does not achieve the promised budget neutrality, is at odds with legal certainty and is built around an ICT system that has not wanted to work properly for years and that will cost billions.",,,0,1061,1391,,,1,,deVolkskrant,Decentralization is helpful
139,13/4/2021 2:00,Louise Vet,University of Wageningen,145,,,,***,,,"law has no national control function, shifts national spatial issues to lower levels of government, limits participation opportunities, does not achieve the promised budget neutrality, is at odds with legal certainty and is built around an ICT system that has not wanted to work properly for years and that will cost billions.
",,,1,1065,1392,,,1,,deVolkskrant,
139,13/4/2021 2:00,Cees Veerman,"Minister of Agriculture, Nature and Food Quality",147,,Favours specific groups,,***,,,"limits participation opportunities,",,,0,1165,1200,,,1,,deVolkskrant,Instruments ensure citizen participation
139,13/4/2021 2:00,Cees Veerman,"Minister of Agriculture, Nature and Food Quality",146,,,,***,,, is at odds with legal certainty and is built around an ICT system that has not wanted to work properly for years and that will cost billions.,,,0,1249,1391,,,1,,deVolkskrant,Legislation is legally sound
142,15/6/2017 2:00,Marijke Minderhout,Dunavie Housing Association,148,,Strengthens social cohesion,,***,,,"Marijke Minderhout of the Dunavie housing association elaborated on this: “I think an inclusive neighborhood is important. Individuality is beautiful, but it is even more beautiful if you can share it. Be ready not only for your family, but also for that distant neighbor.”",,,1,1849,2122,,,1,,LeidschDagblad,Decentralization is helpful
142,15/6/2017 2:00,Jan de Lange,Jan de Lange (Sustainability Entrepreneur),149,,Weakens environmental goals,,***,,,"“As far as I am concerned, there should be more room for innovation in companies,” said an entrepreneur from the audience. “Think of solar panels and how you deal with industrial waste.” Not everyone received the outlined lines with open arms. “These points apply to all municipalities in the Netherlands,” noted Jan de Lange.",,,0,2174,2500,,,1,,LeidschDagblad,Decentralization is helpful
144,25/11/2021 1:00,Co Verdaas,TU Delft,150,,Strengthens sustainability goals,,***,,,"Co Verdaas, professor of area development at TU Delft, sees it as positive that the gravel sector has more responsibility thanks to decentralization,",,,1,5534,5683,,,1,,NRC,Decentralization is helpful
144,25/11/2021 1:00,Co Verdaas,TU Delft,151,,Weakens national goals,,***,,,"""Decentralization causes problems when finding new projects. There is now no more 'ownership' in matching supply and demand for raw materials such as sand and gravel, while we still need primary raw materials for the time being.""",,,0,5712,5941,,,1,,NRC,Decentralization is helpful
145,8/9/2022 2:00,Tjalling Dijkstra,Tjalling Dijkstra (Initiator),152,,EV & P encourages collaboration,,***,,,"Grou wants to take an advance on the Environmental Act to be introduced, in which municipalities no longer work with zoning plans but with environmental plans. One of the expectations of this approach is that it provides more transparency and participation.",,,1,1087,1344,,,1,,FrieschDagblad,Instruments ensure citizen participation
146,31/3/2020 2:00,Ester Ouwehand,House of Representatives,153,,,,***,,,"According to her, there are even advantages to handling some files in writing. ""You can ask more questions in a written consultation,"" says Ouwehand. ""You are not bound by a speaking time as in an ordinary debate."" This is quite useful in the complex climate and environmental debates that she often conducts. ""Although it is easier to put pressure on a minister in a physical debate.""",,,0,5727,6112,,,1,,NRCNEXT,Digitalization is helpful
147,17/2/2023 1:00,Hugo De Jonge,Ministry for Housing and Spatial Planning of the Netherlands,154,,Strengthens progress on the housing crisis,,***,,,"""You will not solve that with this law,"" said De Jonge. In any case, this law will give him more control over ""how much and for whom and where"" is built.",,,1,1878,2031,,,1,,NRC,Decentralization is helpful
148,4/3/2017 1:00,Municipality of Katwijk,Municipality of Katwijk,155,,Strengthens urban conservation,,***,,,Katwijk is discussing a possible collaboration and also wants to find out how municipal archeology policy can be incorporated into the future Environmental Act.,,,1,698,857,,,1,,LeidschDagblad,Decentralization is helpful
150,5/1/2021 1:00,Herbert Schaap,Herbert Schaap (Farmer),156,,instruments lack mediation,,***,,,"'If the government does not take control and leaves plan development to private individuals,' says Schaap, 'then in a small village like Mantgum, residents with conflicting interests will find themselves diametrically opposed to each other.'
",,,1,10791,11033,,,1,,deVolkskrant,Instruments ensure citizen participation
151,22/5/2021 2:00,Sybrand Buma,Municipality of Leeuwarden,157,,,,***,,,"""If you make policy, pay attention to how it will end up in the practice. For example, I now see an Environmental Act coming my way and I wonder: how are we going to pay for that?""",,,1,2188,2368,,,1,,NRC,More resources are needed for implementation
154,12/5/2023 2:00,Council for the Environment and Infrastructure,Council for the Environment and Infrastructure,159,,Strengthens environmental goals,,***,,,"The Rli believes that all such activities should at least be subject to a reporting obligation. The new Environmental Act, which will come into effect next year, should be tightened up on this point.",,,1,943,1142,,,1,,FrieschDagblad,Decentralization is helpful
157,1/12/2022 1:00,John Henssen,Human Environment and Transport Inspectorate,160,,,,***,,,"The government published a national environmental vision in 2020, containing 21 national goals for spatial development, such as protection of the environment, protection against toxic substances and floods and the construction of sufficient housing. The government concludes agreements with local governments to achieve these goals. But according to Henssen, there is no one who checks whether municipal plans are in line with those national goals.",,,1,4697,5145,,,1,,NRC,
157,1/12/2022 1:00,John Henssen,Human Environment and Transport Inspectorate,161,,,,***,,,"""What has always bothered me is that everything has to be faster and simpler. Spatial planning is becoming increasingly complex: the Netherlands is becoming more crowded, problems with nature and climate change are becoming more serious. Then weighing up interests becomes increasingly difficult and painful, and it doesn't help if you just say that things should be faster and easier. This means that some interests are no longer taken into account. You should not want to.""",,,1,9627,10102,,,1,,NRC,
158,5/6/2021 2:00,Jeroen Rheinfeld,University of Groningen,162,,,,***,,,"Professor of agricultural law Jeroen Rheinfeld sees another solution to put a stop to speculation. ""In Germany, the government has the right of first purchase. In the past we also had that option here, but it was never implemented because it would go against free market forces."" Such an initial purchase would ensure that a government can put a stop to unbridled speculation. However, the new Environmental Act does not provide for such a provision.",,,1,1022,1472,,,1,,LeidschDagblad,
159,11/9/2021 2:00,Marleen Schreuder,Municipality of Leiden,163,,,,***,,,"And D66 wants to first work on the recommendations in practice, but only formally change the participation regulation once experience has been gained with the Environmental Act, which will come into effect next year. GroenLinks, through councilor Marleen Schreuder, focused mainly on the fact that although stress must be removed from participation processes, anger and unrest in the municipality are also part of it. ""We should not resist that, we should embrace it more.""",,,1,2129,2602,,,1,,LeidschDagblad,
161,12/1/2017 1:00,City Council of Leiden,Municipality of Leiden,164,,,,***,,,"The city council fears that rules and protocols will soon be more important than the goals pursued in and for the city. In addition to strict accountants, according to the city council, the national government is also to blame for the problems. According to the council, both in healthcare and in the new environmental law, 'the management from the government is anything but clear'.",,,1,1324,1707,,,1,,LeidschDagblad,
162,12/1/2017 1:00,Municipal Council of Leiden,Municipality of Leiden,165,,,,***,,,"According to the council, ""the management from the government is anything but clear"" in both the social domain (decentralization) and the new environmental law.",,,1,1577,1737,,,1,,LeidschDagblad,
162,12/1/2017 1:00,Municipal Council of Leiden,Municipality of Leiden,166,,,,***,,,"Municipalities are in danger of becoming implementers of national policy in both policy areas. The municipality prefers to see trust in civil servants who feel responsible for their work, are 'owners' of a file and work together constructively.",,,1,1882,2126,,,1,,LeidschDagblad,
162,12/1/2017 1:00,Municipal Council of Leiden,Municipality of Leiden,167,,,,***,,,"The council wants to find a balance between legality and efficiency: is money handled carefully and does the board achieve what it wants with it? ""All this does not alter the fact that the council stands for an organization that is in control and demonstrates that money is spent lawfully."" The question now is: how?",,,1,2197,2513,,,1,,LeidschDagblad,
168,1/11/2022 1:00,Klaartje Peters,Maastricht University,168,,,,***,,,"Professor of Public Administration Klaartje Peters at Maastricht University lists the major problems that municipal councils have on their plate and which they can only marginally fiddle with: less money from The Hague, tasks in youth care and social support, tasks for housing construction, energy transition and climate, shelter of asylum seekers and implementation of the Environmental Act. ""Nobody knows what all this will mean for the already overburdened municipalities,"" said Peters.",,,1,4897,5387,,,1,,LeidschDagblad,
169,24/3/2018 1:00,Julien van Ostaaijen ,Tilburg University,169,,,,***,,,"“While municipalities are becoming increasingly important. More and more tasks have been transferred from the government and in four years' time the Environmental Act will be added. The budget and influence are then greater than ever. But these are difficult, complicated topics. That is not easy for politicians or for voters. Then you see that the campaigns mainly focus on themes such as housing, traffic or a local item. You see that local parties are responding to this.”",,,1,5088,5564,,,1,,LeidschDagblad,
170,23/2/2021 1:00,LTO Noord (Agriculture Organization),LTO Noord,170,,,,***,,,"Grou Agricultural organization LTO Noord is angry about the trial of an environmental plan that the municipality of Leeuwarden has drawn up for the area around Grou. The environmental plan, which was drawn up in the run-up to the introduction of the Environmental Act, proposes an expansion stop for 24 farms in the peat meadow area.",,,1,197,530,,,1,,FrieschDagblad,
171,30/3/2019 1:00,Kees Larooij,Municipality of Krimpenerwaard,171,,,,***,,,"However, the future environmental law (rightly) places much more emphasis on citizen participation. There is no time for that now. Only after choosing one location or another is there time for an in-depth look, together with residents of the area involved.",,,1,3248,3504,,,1,,NRCNEXT,
172,12/10/2022 2:00,Neprom (Developers),Neprom,172,,,,***,,," For example, Neprom, the umbrella organization for project developers, recently called it ""irresponsible"" to introduce the law on January 1. Builders fear that housing construction may be delayed because the new system is not implemented smoothly.",,,1,1645,1893,,,1,,NRC,
172,12/10/2022 2:00,ICT Assessment Advisory Board,ICT Assessment Advisory Board,173,,,,***,,,"The Advisory Board therefore writes that the sum of problems may also lead to ""the conclusion that the social risks of the entry into force of the Environmental Act on or shortly after 1 January 2023 are too great"".",,,1,2177,2392,,,1,,NRC,
172,12/10/2022 2:00,ICT Assessment Advisory Board,ICT Assessment Advisory Board,174,,,,***,,,"The Advisory Board has issued extremely critical advice about the DSO several times in recent years. Since the last advisory report, there has still not been sufficient testing and the tests that have been carried out have been carried out ""with insufficient quality"", the new report states",,,1,2806,3096,,,1,,NRC,
172,12/10/2022 2:00,ICT Assessment Advisory Board,ICT Assessment Advisory Board,175,,,,***,,,"This should prevent the systems from breaking down, but ""at the expense of user-friendliness, understandability and usability"", according to the council. Moreover, it is unclear whether permits drawn up in this way are legally valid.",,,1,3344,3577,,,1,,NRC,
173,1/12/2023 1:00,Province of South Holland,Province of South Holland,176,,,,***,,,"The province calls this paper reality 'the enforcement gap'. The introduction of the new, comprehensive Environmental Act on January 1 should change this.
'The unbridled increase in noise will be curbed by testing against the 'noise production ceilings' that will apply to all provincial roads.",,,1,2258,2552,,,1,,LeidschDagblad,
174,28/9/2022 2:00,Hugo De Jonge,Ministry for Housing and Spatial Planning of the Netherlands,177,,,,***,,,"Postponing the implementation date would be a major setback for Minister De Jonge, who finally wants to push through the law after ten years of tug-of-war. Earlier this year he promised to adhere to the implementation date of January 1. “There will be no more postponement, no date for go or no go, this is what we are going to do,” he said.",,,1,2929,3270,,,1,,deVolkskrant,
